,Train Loss,Validation Loss
1,57.799237794145796,39.208602944759505
2,33.3125782015078,29.467795330377232
3,29.78847212787344,28.573447098719118
4,28.91575700650324,28.21400828623321
5,28.30007214408447,27.633577203020977
6,27.86097050550723,27.17199169849083
7,27.316797264738682,27.006766794395276
8,26.92181487649609,26.81029115251117
9,26.49290875108644,26.55625036361516
10,26.131295645518097,26.122208837342626
11,25.885972952804398,25.834777277080352
12,25.549053926650025,25.58954721952107
13,25.212787885295572,25.24672455276915
14,25.071407118163336,25.252639255901375
15,24.907573783781274,25.391900495620163
16,24.709167720553594,25.34269843758172
17,24.49773763852006,25.134781881670605
18,24.16978313276246,25.256350790241836
19,24.11873477418696,25.007015926573967
20,23.953025797483843,25.087564630620015
21,23.78718173591644,25.257808323490202
22,23.639514602103407,24.922291507171575
23,23.581762932660034,25.505582854943057
24,23.63723906489834,25.561075748783527
25,23.449832029485577,25.514364306503968
26,23.369784798871446,25.20515842205978
27,23.353013946473894,25.25657121605105
28,23.220942704298082,24.97568696431487
29,23.14602410063088,24.78752216919385
30,23.18302629521223,24.751651482792397
31,23.28949853542314,25.43574393836364
32,23.193691404641832,25.54074263122037
33,23.217821226858856,25.07789685595261
34,23.121178199630346,24.977832398041212
35,23.030017864758932,25.76285578687378
36,23.16318773568405,25.26423592442977
37,23.034891945812234,25.097242756216083
38,22.9621729641372,25.502558465694975
39,23.002848049029378,25.28406566204411
40,22.91909598569973,25.05677484328633
41,22.90172960754912,25.270007519331415
42,22.935345562503144,25.06636222947513
43,22.82996399381144,25.46446463012352
44,22.75535367654971,25.26839474103775
45,22.808134588803366,25.285119436969637
46,22.722727369218724,24.763210067010807
47,22.689856411581435,25.142925468465425
48,22.791170841206633,24.839798256473216
49,22.7560692008855,25.295289802293752
50,22.73745385981303,25.1922774121742
