,Train Loss,Validation Loss
1,60.5549703122849,47.37920351951353
2,45.11971535033535,44.13277072718494
3,37.36550477672824,35.183076221883084
4,34.04054776760082,34.26762229182814
5,32.18452654305846,32.286456990840186
6,30.553571806671044,30.0288375996347
7,29.230596881017945,28.962973118255643
8,28.288193245565367,28.146895842740186
9,27.420815539846178,28.209332064061183
10,26.734118174386275,26.91645805382814
11,26.173907352102074,26.30168615404423
12,25.560160660498738,27.087164331080665
13,25.0236631672871,25.36923171371542
14,24.637068799911056,25.555324485652335
15,24.174341626892453,25.0271222899037
16,23.933486900562812,24.687079449708317
17,23.588535564343605,25.888503981320234
18,23.326572325168517,24.267852957103415
19,23.31454096359097,25.0253442021681
20,23.33540593443353,23.91070843042011
21,23.11191048949832,23.74055896608633
22,22.7515114984219,23.548143039467515
23,22.634485197740368,24.39220832112015
24,22.536010280689844,24.654391705348928
25,22.437165981988848,22.719059313924507
26,22.442415329860605,24.247018615404766
27,22.24514042661474,23.01562054011984
28,22.167542095324137,23.28139012646077
29,22.111169939611067,23.404996224201707
30,22.033309066827165,23.40889923076903
31,22.047893109682875,23.584782912739715
32,21.889939569808018,23.249534495415226
33,21.837845392734827,22.882564045195085
34,21.695122072109893,24.84210440847609
35,21.785750727972353,23.445849287894465
36,21.62899316858724,23.102813120811216
37,21.583963081147644,23.640353445938413
38,21.50960825564198,23.480210406378607
39,21.357842036533867,22.9645675117397
40,21.292942628585433,23.463087513455353
41,21.307189262011367,23.143150005716578
42,21.223060635139678,22.877963928338875
43,21.20081231588057,22.8568021883674
44,21.052865536553824,22.530613701830628
45,21.00651898666005,22.872216834816882
46,20.95749781393584,23.767922410828238
47,20.85497547213275,22.951560550265842
48,20.840424411676363,22.30874659040923
49,20.818762136258915,22.536930013301124
50,20.66430420046911,22.67438447219069
