,Train Loss,Validation Loss
1,56.23882198720584,11.820955318774615
2,16.957666033180654,9.3561163750313
3,13.03237395501434,10.927611975849091
4,12.230795917895016,9.043901261246583
5,11.772845899015149,8.502831110244879
6,11.600245943357129,9.257279527206128
7,11.491829015378869,8.373785301824961
8,11.222160490154033,8.448211498848629
9,11.095702785281219,8.538275218026047
10,11.091495209927492,8.622097331769773
11,11.07553666122755,8.86660263094579
12,10.964415841349124,8.53475762197034
13,10.802458743499052,8.674588642596877
14,10.784008137815267,8.69216667465495
15,10.748157349859458,8.577360324808105
16,10.7006471370717,8.71024173062153
17,10.58854239995751,8.594866955358114
18,10.579247309664146,8.675640000702426
19,10.53568888846484,8.732502133787792
20,10.47108282270276,8.830676684850726
21,10.41846801591259,9.056734112772403
22,10.340354233314192,8.88026266497265
23,10.41745088297196,8.912107520347078
24,10.457040145708595,9.240771727548
25,10.409772488402533,8.849167462863445
26,10.127270453077685,8.798076941090716
27,9.945461044463448,8.901673448641183
28,10.350901290355631,8.527455090564192
29,9.973832210473532,8.993542440029353
30,10.147249191346637,8.717755207896314
31,10.151533124369324,8.514784109852696
32,10.331123543925074,8.668281793755344
33,9.927342807818448,8.652780446763675
34,9.648823648139485,8.773586347675689
35,9.683410876707585,8.456329380690502
36,9.839349102152775,8.141905987877152
37,10.024075943210923,8.53278660081996
38,9.666708723195262,8.61490719205164
39,9.62874948680379,8.321837099720545
40,9.653816990712038,8.58150127903717
41,9.904974588717284,8.98520961055717
42,9.525487853148068,8.43735956356865
43,9.373821345549503,8.343143366651173
44,9.420207170199062,8.636964877822123
45,9.596088741194738,8.12680425242532
46,9.365669473134203,8.431203492074674
47,9.14362064295176,8.357968982157342
48,9.17743326423882,8.28033820042169
49,9.03671444094509,8.260632353110166
50,9.377751709323109,8.008156847798178
