,Train Loss,Validation Loss
1,55.88199783585168,34.9495736718728
2,32.60455944342474,29.925903348440684
3,30.241005293086108,28.24141684225869
4,28.91621412057041,27.382544807065624
5,27.8475446439751,26.47816473361703
6,26.925954144388974,24.98853259809675
7,25.957305001880925,24.793876297313137
8,25.434492999224073,24.30046775042306
9,25.15052381855059,24.38427130434946
10,24.77392996455101,24.469014867662136
11,24.515683265123645,24.134408008404094
12,24.394316984980428,24.810983465663433
13,24.17985834246385,24.57995486342664
14,24.010507045501793,24.137929891259716
15,23.975376317099837,24.45868442354607
16,23.829647404958543,24.255643152994683
17,23.712570622832786,24.451368140594575
18,23.669699685862067,24.2615004888086
19,23.542147968674236,24.482054101767257
20,23.33651352472531,23.861261702115293
21,23.176702456679894,24.044878760503916
22,23.053349311229084,24.1657076555102
23,23.014438213194527,24.039203558340677
24,22.990448052694138,24.125805202159047
25,22.78558129640879,24.267340449348545
26,22.78443430647233,23.74510421224721
27,22.54661724491146,23.874128294007193
28,22.505607631773543,24.62826965312277
29,22.389195763451333,23.684052667786354
30,22.206524307240365,23.858259265680214
31,22.22897129987311,23.508962589570107
32,22.08537639941559,23.585759674041345
33,21.883471629682603,23.80013049755979
34,21.930752160917237,23.868860455390287
35,21.749534173469385,24.189197142194228
36,21.78088293937715,24.53869976471851
37,21.81799458860522,23.54379260050181
38,21.804068693497914,23.621889347135248
39,21.551041725912082,22.983176677033505
40,21.42730278060234,24.26859399374039
41,21.431956721479605,24.09077812644875
42,21.430709855049145,23.248522596693142
43,21.282602299702184,23.78552759980667
44,21.329426849269733,23.227687539381176
45,21.16456645533173,23.56519535394935
46,21.15749824123356,23.52767458104824
47,21.09890692927078,23.5818183136244
48,21.03321099579749,23.06095459884477
49,20.994881848798176,23.35785319173603
50,21.107891729511373,23.56387173881217
