Date,Daily Error,Rush Hour Error
Mon May  1 00:00:00 2017,34.4544928091081,21.21230686876436
Tue May  2 00:00:00 2017,30.949892537766804,21.21230686876436
Wed May  3 00:00:00 2017,22.92488154088835,21.21230686876436
Thu May  4 00:00:00 2017,11.75137840500561,21.21230686876436
Fri May  5 00:00:00 2017,19.48878279852549,21.21230686876436
Sat May  6 00:00:00 2017,20.43959997051983,21.21230686876436
Sun May  7 00:00:00 2017,37.87363866516438,21.21230686876436
Mon May  8 00:00:00 2017,41.885176394487324,21.21230686876436
Tue May  9 00:00:00 2017,19.291986483125935,21.21230686876436
Wed May 10 00:00:00 2017,15.133742422564906,21.21230686876436
Thu May 11 00:00:00 2017,28.327680706999157,21.21230686876436
Fri May 12 00:00:00 2017,21.015653642078682,21.21230686876436
Sat May 13 00:00:00 2017,41.81647378672508,21.21230686876436
Sun May 14 00:00:00 2017,19.43386053366982,21.21230686876436
Mon May 15 00:00:00 2017,20.23944570678052,21.21230686876436
Tue May 16 00:00:00 2017,20.416354720283337,21.21230686876436
Wed May 17 00:00:00 2017,28.859200050608177,21.21230686876436
Thu May 18 00:00:00 2017,41.50449770298973,21.21230686876436
Fri May 19 00:00:00 2017,27.99101422145918,21.21230686876436
Sat May 20 00:00:00 2017,19.08625023936884,21.21230686876436
Sun May 21 00:00:00 2017,22.1957041385697,21.21230686876436
Mon May 22 00:00:00 2017,19.118879855629604,21.21230686876436
Tue May 23 00:00:00 2017,18.00541764652005,21.21230686876436
Wed May 24 00:00:00 2017,14.414967429825774,21.21230686876436
Thu May 25 00:00:00 2017,12.678385738467185,21.21230686876436
Fri May 26 00:00:00 2017,19.452778340247512,21.21230686876436
Sat May 27 00:00:00 2017,39.50738742904878,21.21230686876436
Sun May 28 00:00:00 2017,22.189529966616465,21.21230686876436
Mon May 29 00:00:00 2017,29.865426110389,21.21230686876436
Tue May 30 00:00:00 2017,28.018704452610386,21.21230686876436
Wed May 31 00:00:00 2017,26.4595484519921,21.21230686876436
