Date,Daily Error,Rush Hour Error
Mon May  1 00:00:00 2017,36.6411845965987,25.068360808199333
Tue May  2 00:00:00 2017,25.894174938068304,25.068360808199333
Wed May  3 00:00:00 2017,22.144367380183372,25.068360808199333
Thu May  4 00:00:00 2017,18.217832492082657,25.068360808199333
Fri May  5 00:00:00 2017,15.796962880738072,25.068360808199333
Sat May  6 00:00:00 2017,26.147875188081326,25.068360808199333
Sun May  7 00:00:00 2017,36.173147280478084,25.068360808199333
Mon May  8 00:00:00 2017,34.28245504408849,25.068360808199333
Tue May  9 00:00:00 2017,19.6925360074561,25.068360808199333
Wed May 10 00:00:00 2017,18.711646788858893,25.068360808199333
Thu May 11 00:00:00 2017,20.569199551609202,25.068360808199333
Fri May 12 00:00:00 2017,20.441339750160466,25.068360808199333
Sat May 13 00:00:00 2017,32.37716046929433,25.068360808199333
Sun May 14 00:00:00 2017,36.6616269510037,25.068360808199333
Mon May 15 00:00:00 2017,24.406685523672692,25.068360808199333
Tue May 16 00:00:00 2017,20.24699708588903,25.068360808199333
Wed May 17 00:00:00 2017,17.76402311530577,25.068360808199333
Thu May 18 00:00:00 2017,35.98995202596801,25.068360808199333
Fri May 19 00:00:00 2017,35.10213996734194,25.068360808199333
Sat May 20 00:00:00 2017,19.329502527289097,25.068360808199333
Sun May 21 00:00:00 2017,30.89983429833573,25.068360808199333
Mon May 22 00:00:00 2017,21.834006744892132,25.068360808199333
Tue May 23 00:00:00 2017,19.506418346890726,25.068360808199333
Wed May 24 00:00:00 2017,18.554026011478037,25.068360808199333
Thu May 25 00:00:00 2017,23.2209002014554,25.068360808199333
Fri May 26 00:00:00 2017,20.950166071774923,25.068360808199333
Sat May 27 00:00:00 2017,36.94608122570797,25.068360808199333
Sun May 28 00:00:00 2017,17.8042192866538,25.068360808199333
Mon May 29 00:00:00 2017,30.253454279089574,25.068360808199333
Tue May 30 00:00:00 2017,25.361415400158766,25.068360808199333
Wed May 31 00:00:00 2017,26.096673860648245,25.068360808199333
