Date,Daily Error,Rush Hour Error
Mon May  1 00:00:00 2017,27.717731401911085,20.74111830724078
Tue May  2 00:00:00 2017,11.261190035976188,20.74111830724078
Wed May  3 00:00:00 2017,37.46451642009063,20.74111830724078
Thu May  4 00:00:00 2017,15.83216748578146,20.74111830724078
Fri May  5 00:00:00 2017,23.472880069534583,20.74111830724078
Sat May  6 00:00:00 2017,34.0920145014945,20.74111830724078
Sun May  7 00:00:00 2017,19.721121475162974,20.74111830724078
Mon May  8 00:00:00 2017,18.920344538386235,20.74111830724078
Tue May  9 00:00:00 2017,25.120087253065748,20.74111830724078
Wed May 10 00:00:00 2017,17.085711901884295,20.74111830724078
Thu May 11 00:00:00 2017,19.71009080286528,20.74111830724078
Fri May 12 00:00:00 2017,21.563620076940886,20.74111830724078
Sat May 13 00:00:00 2017,24.16822231241341,20.74111830724078
Sun May 14 00:00:00 2017,26.721589538269402,20.74111830724078
Mon May 15 00:00:00 2017,26.21544902111162,20.74111830724078
Tue May 16 00:00:00 2017,31.646902710256015,20.74111830724078
Wed May 17 00:00:00 2017,29.500771843082273,20.74111830724078
Thu May 18 00:00:00 2017,19.509305351981375,20.74111830724078
Fri May 19 00:00:00 2017,38.7796762823295,20.74111830724078
Sat May 20 00:00:00 2017,18.62736869327789,20.74111830724078
Sun May 21 00:00:00 2017,23.3787379518335,20.74111830724078
Mon May 22 00:00:00 2017,22.308125157093603,20.74111830724078
Tue May 23 00:00:00 2017,25.211599155832435,20.74111830724078
Wed May 24 00:00:00 2017,24.93510559510851,20.74111830724078
Thu May 25 00:00:00 2017,15.954851565148182,20.74111830724078
Fri May 26 00:00:00 2017,23.715828140868272,20.74111830724078
Sat May 27 00:00:00 2017,30.191364521843404,20.74111830724078
Sun May 28 00:00:00 2017,35.07691884155415,20.74111830724078
Mon May 29 00:00:00 2017,23.811453385445194,20.74111830724078
Tue May 30 00:00:00 2017,27.594705513128243,20.74111830724078
Wed May 31 00:00:00 2017,17.880889288322663,20.74111830724078
