,Train Loss,Validation Loss
1,64.29161040659211,54.19582243290426
2,40.136764107544515,43.82390296501925
3,36.63198772716718,39.09483047369133
4,34.92952786048323,37.58017408591445
5,33.76677910067475,35.44494386684937
6,32.60054561127948,34.10624746524305
7,31.58773982241789,34.24773883862307
8,30.82889439961107,34.39858341003404
9,30.300470758693653,34.16772599844095
10,29.823759451949748,33.731454501869855
11,29.35547860099996,33.69798292524071
12,29.109259161282342,32.76872247777959
13,29.0058643231466,32.79378474869608
14,28.79447650699733,32.51008269735562
15,28.40967959597187,32.09137003097056
16,28.309552501632613,32.894709909261344
17,28.200555135832612,32.37628636736169
18,28.01879907276441,32.22410568712433
19,27.833837241589656,32.3620407602693
20,27.808322921452092,32.05162646309022
21,27.606982407280512,31.867538197493467
22,27.556625602602505,32.19403252507623
23,27.410059690964744,32.26935084917212
24,27.34742901871121,32.033743508400455
25,27.31292676003019,32.609261279037774
26,27.273719039700033,32.35702990032866
27,27.21324408141723,32.53429415960893
28,27.05207723370398,32.70272944563179
29,27.20748391776307,32.93902723891761
30,26.95037976684056,31.99465289850816
31,26.918402512169276,31.927423096472218
32,26.834668667216484,32.72375400476558
33,26.73526629252505,31.710539819946426
34,26.818928977465287,31.8374051218819
35,26.596297960552572,32.67899385917144
36,26.44444316449105,32.36129565777317
37,26.409960111261846,32.38896952905962
38,26.344722587878458,31.933704078411115
39,26.287968328431777,31.907235361341936
40,26.28055563562953,32.740383920703735
41,26.30350874149006,31.723846871365783
42,26.33278870058353,32.244163172646665
43,26.217323345300635,31.97055263844015
44,26.25332033861351,32.67289876510593
45,26.3699944679844,31.433930315424465
46,26.094291700711526,31.7682568351855
47,25.727188587747897,32.34741276139427
48,25.884615773855504,31.214105074550943
49,26.042577721582624,33.122044621402644
50,25.890862667326424,31.982927033978125
