,Train Loss,Validation Loss
1,56.1944589209079,36.46671897108837
2,27.9214195079109,23.93492110698454
3,23.368219436409007,21.001117457625686
4,22.555879527216227,22.048486819404
5,22.059820671879177,20.888992248897484
6,21.688408335671646,20.332132486459603
7,21.48690736619749,20.179836416329962
8,21.195103264775327,20.506352127666542
9,20.95583191578945,19.8663736957803
10,20.645975222380507,19.802694540510895
11,20.535164399529815,19.450569564082716
12,20.285426776544064,19.090430939069357
13,20.130204136320366,19.341922284668065
14,19.906752946136603,19.283995099392417
15,19.73700838079228,19.011782669251964
16,19.64069711780283,19.168511845518612
17,19.633150630604543,18.730794626111198
18,19.527942978197554,18.60894487856964
19,19.42297399174768,18.582537194947616
20,19.24569394975783,18.591220404939413
21,19.122673194613053,18.781244968000706
22,19.08134133642503,18.538130827488438
23,19.012405158030496,18.508913755630505
24,18.9134185545311,18.513434305840494
25,18.825892291408582,18.79044696699334
26,18.691427467196704,18.73711196047431
27,18.63561705745335,18.47786639005907
28,18.469479828589247,18.731068682926956
29,18.335118812921365,19.093950947553026
30,18.226091659178877,18.77942102784324
31,18.15140982604302,18.526283602987995
32,18.091968725605795,18.769344031597125
33,17.940877555632976,18.567537262875547
34,17.996036392744042,18.314690394640824
35,17.850542933467814,18.553630212301847
36,17.811535443282125,18.537886934468396
37,17.82404836553425,18.712216263603565
38,17.6247546335012,18.696838548747444
39,17.62848438716698,18.93052844847402
40,17.678810934832892,18.88280115524928
41,17.61614546773726,18.405890054386578
42,17.366599738205675,18.689413354388275
43,17.331310807342575,18.335918314995304
44,17.28513748664259,18.439129660420093
45,17.452369857277155,18.785023238069268
46,17.216178031427187,19.045935128538414
47,17.19250880258267,18.64412107476197
48,17.155732624083516,18.591779422802738
49,17.043361387505207,18.839994629651414
50,17.187193921302942,18.42919625945416
