Date,Daily Error,Rush Hour Error
Tue Jan 10 00:00:00 2017,24.208324219440808,50.15975685204951
Fri Feb 10 00:00:00 2017,24.208324219440808,50.15975685204951
Mon Apr 10 00:00:00 2017,24.208324219440808,50.15975685204951
Wed May 10 00:00:00 2017,24.208324219440808,50.15975685204951
Sat Jun 10 00:00:00 2017,24.208324219440808,50.15975685204951
Mon Jul 10 00:00:00 2017,24.208324219440808,50.15975685204951
Thu Aug 10 00:00:00 2017,24.208324219440808,50.15975685204951
Sun Sep 10 00:00:00 2017,24.208324219440808,50.15975685204951
Tue Oct 10 00:00:00 2017,24.208324219440808,50.15975685204951
Fri Nov 10 00:00:00 2017,24.208324219440808,50.15975685204951
Sun Dec 10 00:00:00 2017,24.208324219440808,50.15975685204951
