,Train Loss,Validation Loss
1,58.64087961501358,49.536649948870185
2,45.7060171313327,46.00167910677788
3,41.744558755086594,42.24782183864759
4,39.21313735596781,40.25701691964985
5,37.64029207375414,38.47720851137866
6,36.65252701883676,37.99738268200358
7,35.79415562399409,37.699285065465986
8,35.01772651458645,36.883732063142325
9,34.13863862870527,36.09081755573052
10,33.225283895051895,34.14218803605406
11,32.88431261167851,33.87008953257743
12,32.47514864880184,34.05184576883967
13,32.162684102738055,33.046397742562725
14,31.78427904259614,32.953632704113716
15,31.673388637897354,33.29969919372171
16,31.259036069672035,33.453525278264486
17,31.114875396628538,31.791647120191463
18,30.859699635047903,31.800639153693
19,30.601160769742865,30.618293235575432
20,30.68515833571317,30.412694952020903
21,30.364749552551334,31.01716706967931
22,30.304626911298445,31.56625844424148
23,30.07965153980409,30.90307451827977
24,30.127397655682305,30.10224535459993
25,29.90291849114075,29.834994137680713
26,29.708484774629294,30.201258699244992
27,29.560299482409878,31.418060858752856
28,29.545710380278177,30.56832466769201
29,29.288501877694625,29.80067088826124
30,29.306210141068295,30.792926268228896
31,29.272371895597843,31.28452673165948
32,29.57737744267697,30.6971372533002
33,29.33911845763517,29.860435857607236
34,29.505527028149093,29.09874420138028
35,29.608836689924495,29.82007575927197
36,29.11987671070137,30.017458773673848
37,29.09230555225648,29.728256846442143
38,28.94533930231438,30.364966500502224
39,28.727096197374436,30.096979279773514
40,28.846232295341952,30.025710605706234
41,28.682541717096065,29.536771295705616
42,28.63127548218498,29.746208642916216
43,28.592385974051254,29.726901347085008
44,28.38517699795405,29.87778560174768
45,28.405888637578585,29.995464973794885
46,28.482030008040923,30.18836336142861
47,28.215912705981918,30.39740929728354
48,28.32191285696728,29.82641827188456
49,28.32377821821148,29.987997301343775
50,28.291461792803595,29.867222855218788
