Date,Daily Error,Rush Hour Error
Mon May  1 00:00:00 2017,9.708697248859657,11.195147733661775
Tue May  2 00:00:00 2017,11.439342878966357,11.195147733661775
Wed May  3 00:00:00 2017,12.884973314963183,11.195147733661775
Thu May  4 00:00:00 2017,9.182629212073461,11.195147733661775
Fri May  5 00:00:00 2017,9.379698005268256,11.195147733661775
Sat May  6 00:00:00 2017,10.876129195959164,11.195147733661775
Sun May  7 00:00:00 2017,11.696234309625693,11.195147733661775
Mon May  8 00:00:00 2017,14.654109602736689,11.195147733661775
Tue May  9 00:00:00 2017,11.146906758584578,11.195147733661775
Wed May 10 00:00:00 2017,13.414570148669641,11.195147733661775
Thu May 11 00:00:00 2017,12.879378890418826,11.195147733661775
Fri May 12 00:00:00 2017,11.23891146642532,11.195147733661775
Sat May 13 00:00:00 2017,13.427770117019552,11.195147733661775
Sun May 14 00:00:00 2017,8.56776843903779,11.195147733661775
Mon May 15 00:00:00 2017,10.673043568973087,11.195147733661775
Tue May 16 00:00:00 2017,11.796405919524345,11.195147733661775
Wed May 17 00:00:00 2017,8.248922411648417,11.195147733661775
Thu May 18 00:00:00 2017,12.661673222373329,11.195147733661775
Fri May 19 00:00:00 2017,12.542087294110765,11.195147733661775
Sat May 20 00:00:00 2017,12.48740316840244,11.195147733661775
Sun May 21 00:00:00 2017,10.655978466558908,11.195147733661775
Mon May 22 00:00:00 2017,12.640929039238902,11.195147733661775
Tue May 23 00:00:00 2017,11.877394300609758,11.195147733661775
Wed May 24 00:00:00 2017,9.664470927344976,11.195147733661775
Thu May 25 00:00:00 2017,9.924049146009205,11.195147733661775
Fri May 26 00:00:00 2017,13.159591778023863,11.195147733661775
Sat May 27 00:00:00 2017,6.018756835229744,11.195147733661775
Sun May 28 00:00:00 2017,2.895870872157387,11.195147733661775
Mon May 29 00:00:00 2017,10.121562942731462,11.195147733661775
Tue May 30 00:00:00 2017,15.644136401644719,11.195147733661775
Wed May 31 00:00:00 2017,11.00897806597694,11.195147733661775
