Date,Daily Error,Rush Hour Error
Mon May  1 00:00:00 2017,35.18655892449181,37.73500767929493
Tue May  2 00:00:00 2017,25.76516053928894,37.73500767929493
Wed May  3 00:00:00 2017,22.71038738029242,37.73500767929493
Thu May  4 00:00:00 2017,25.321609050698648,37.73500767929493
Fri May  5 00:00:00 2017,20.478110790768753,37.73500767929493
Sat May  6 00:00:00 2017,28.083707514168864,37.73500767929493
Sun May  7 00:00:00 2017,38.81073911329685,37.73500767929493
Mon May  8 00:00:00 2017,23.22042352351891,37.73500767929493
Tue May  9 00:00:00 2017,17.323472926811508,37.73500767929493
Wed May 10 00:00:00 2017,18.278502837684762,37.73500767929493
Thu May 11 00:00:00 2017,30.03176896181516,37.73500767929493
Fri May 12 00:00:00 2017,38.3491463102575,37.73500767929493
Sat May 13 00:00:00 2017,54.903349494956686,37.73500767929493
Sun May 14 00:00:00 2017,67.21602050795735,37.73500767929493
Mon May 15 00:00:00 2017,24.43798712082596,37.73500767929493
Tue May 16 00:00:00 2017,27.247849609735336,37.73500767929493
Wed May 17 00:00:00 2017,20.92201573168164,37.73500767929493
Thu May 18 00:00:00 2017,53.47997340651439,37.73500767929493
Fri May 19 00:00:00 2017,23.064554722277066,37.73500767929493
Sat May 20 00:00:00 2017,31.290395020465926,37.73500767929493
Sun May 21 00:00:00 2017,26.370720252311944,37.73500767929493
Mon May 22 00:00:00 2017,24.13902913549238,37.73500767929493
Tue May 23 00:00:00 2017,19.38394429327256,37.73500767929493
Wed May 24 00:00:00 2017,17.336559854178056,37.73500767929493
Thu May 25 00:00:00 2017,24.26818114740014,37.73500767929493
Fri May 26 00:00:00 2017,19.655422596407202,37.73500767929493
Sat May 27 00:00:00 2017,29.818338332473118,37.73500767929493
Sun May 28 00:00:00 2017,20.601960962599932,37.73500767929493
Mon May 29 00:00:00 2017,28.43787448734221,37.73500767929493
Tue May 30 00:00:00 2017,24.43556184073055,37.73500767929493
Wed May 31 00:00:00 2017,30.104253497114016,37.73500767929493
