Date,Daily Error,Rush Hour Error
Mon May  1 00:00:00 2017,7.997545393191012,5.673316671504753
Tue May  2 00:00:00 2017,4.630979492158355,5.673316671504753
Wed May  3 00:00:00 2017,6.332651775127156,5.673316671504753
Thu May  4 00:00:00 2017,5.376344315054365,5.673316671504753
Fri May  5 00:00:00 2017,4.3727353016285715,5.673316671504753
Sat May  6 00:00:00 2017,5.309482254815692,5.673316671504753
Sun May  7 00:00:00 2017,4.851458463861004,5.673316671504753
Mon May  8 00:00:00 2017,7.419616615930142,5.673316671504753
Tue May  9 00:00:00 2017,6.433215562850592,5.673316671504753
Wed May 10 00:00:00 2017,8.326408966452298,5.673316671504753
Thu May 11 00:00:00 2017,8.497561051467962,5.673316671504753
Fri May 12 00:00:00 2017,4.62866930967844,5.673316671504753
Sat May 13 00:00:00 2017,5.330783665225805,5.673316671504753
Sun May 14 00:00:00 2017,6.237928675394055,5.673316671504753
Mon May 15 00:00:00 2017,5.833485050841086,5.673316671504753
Tue May 16 00:00:00 2017,4.334813708538559,5.673316671504753
Wed May 17 00:00:00 2017,5.583414857736166,5.673316671504753
Thu May 18 00:00:00 2017,20.085877267906888,5.673316671504753
Fri May 19 00:00:00 2017,25.286348635108222,5.673316671504753
Sat May 20 00:00:00 2017,8.94310546773439,5.673316671504753
Sun May 21 00:00:00 2017,6.6330009377327634,5.673316671504753
Mon May 22 00:00:00 2017,6.059111150737252,5.673316671504753
Tue May 23 00:00:00 2017,12.94947489535935,5.673316671504753
Wed May 24 00:00:00 2017,10.265592005812486,5.673316671504753
Thu May 25 00:00:00 2017,6.373694514974121,5.673316671504753
Fri May 26 00:00:00 2017,6.052254220860157,5.673316671504753
Sat May 27 00:00:00 2017,8.459774982422458,5.673316671504753
Sun May 28 00:00:00 2017,5.109306368788159,5.673316671504753
Mon May 29 00:00:00 2017,4.2816009467166,5.673316671504753
Tue May 30 00:00:00 2017,41.57909663916827,5.673316671504753
Wed May 31 00:00:00 2017,11.6642862613579,5.673316671504753
