Date,Daily Error,Rush Hour Error
Tue Jan 10 00:00:00 2017,26.908875175047353,48.75334927610313
Fri Feb 10 00:00:00 2017,26.908875175047353,48.75334927610313
Mon Apr 10 00:00:00 2017,26.908875175047353,48.75334927610313
Wed May 10 00:00:00 2017,26.908875175047353,48.75334927610313
Sat Jun 10 00:00:00 2017,26.908875175047353,48.75334927610313
Mon Jul 10 00:00:00 2017,26.908875175047353,48.75334927610313
Thu Aug 10 00:00:00 2017,26.908875175047353,48.75334927610313
Sun Sep 10 00:00:00 2017,26.908875175047353,48.75334927610313
Tue Oct 10 00:00:00 2017,26.908875175047353,48.75334927610313
Fri Nov 10 00:00:00 2017,26.908875175047353,48.75334927610313
Sun Dec 10 00:00:00 2017,26.908875175047353,48.75334927610313
