Date,Daily Error,Rush Hour Error
Tue Jan 10 00:00:00 2017,26.035713289149115,39.778269680849725
Fri Feb 10 00:00:00 2017,26.035713289149115,39.778269680849725
Mon Apr 10 00:00:00 2017,26.035713289149115,39.778269680849725
Wed May 10 00:00:00 2017,26.035713289149115,39.778269680849725
Sat Jun 10 00:00:00 2017,26.035713289149115,39.778269680849725
Mon Jul 10 00:00:00 2017,26.035713289149115,39.778269680849725
Thu Aug 10 00:00:00 2017,26.035713289149115,39.778269680849725
Sun Sep 10 00:00:00 2017,26.035713289149115,39.778269680849725
Tue Oct 10 00:00:00 2017,26.035713289149115,39.778269680849725
Fri Nov 10 00:00:00 2017,26.035713289149115,39.778269680849725
Sun Dec 10 00:00:00 2017,26.035713289149115,39.778269680849725
