Date,Daily Error,Rush Hour Error
Tue Jan 10 00:00:00 2017,27.18895892507457,30.434514069281015
Fri Feb 10 00:00:00 2017,27.18895892507457,30.434514069281015
Mon Apr 10 00:00:00 2017,27.18895892507457,30.434514069281015
Wed May 10 00:00:00 2017,27.18895892507457,30.434514069281015
Sat Jun 10 00:00:00 2017,27.18895892507457,30.434514069281015
Mon Jul 10 00:00:00 2017,27.18895892507457,30.434514069281015
Thu Aug 10 00:00:00 2017,27.18895892507457,30.434514069281015
Sun Sep 10 00:00:00 2017,27.18895892507457,30.434514069281015
Tue Oct 10 00:00:00 2017,27.18895892507457,30.434514069281015
Fri Nov 10 00:00:00 2017,27.18895892507457,30.434514069281015
Sun Dec 10 00:00:00 2017,27.18895892507457,30.434514069281015
