Date,Daily Error,Rush Hour Error
Mon May  1 00:00:00 2017,34.38364223670276,22.764146097081184
Tue May  2 00:00:00 2017,10.498156423175498,22.764146097081184
Wed May  3 00:00:00 2017,15.239484217062211,22.764146097081184
Thu May  4 00:00:00 2017,27.371050303495135,22.764146097081184
Fri May  5 00:00:00 2017,12.534319585809149,22.764146097081184
Sat May  6 00:00:00 2017,32.46172133056072,22.764146097081184
Sun May  7 00:00:00 2017,32.373052275032,22.764146097081184
Mon May  8 00:00:00 2017,20.60895948625284,22.764146097081184
Tue May  9 00:00:00 2017,21.3000374941278,22.764146097081184
Wed May 10 00:00:00 2017,17.465122062559526,22.764146097081184
Thu May 11 00:00:00 2017,13.998689618315236,22.764146097081184
Fri May 12 00:00:00 2017,9.816790866697039,22.764146097081184
Sat May 13 00:00:00 2017,48.496630703557386,22.764146097081184
Sun May 14 00:00:00 2017,64.03039116147478,22.764146097081184
Mon May 15 00:00:00 2017,18.451041822802527,22.764146097081184
Tue May 16 00:00:00 2017,15.147889472843547,22.764146097081184
Wed May 17 00:00:00 2017,10.477379678550111,22.764146097081184
Thu May 18 00:00:00 2017,24.184561934214834,22.764146097081184
Fri May 19 00:00:00 2017,19.411145839344783,22.764146097081184
Sat May 20 00:00:00 2017,21.27961434590138,22.764146097081184
Sun May 21 00:00:00 2017,32.39813644793557,22.764146097081184
Mon May 22 00:00:00 2017,16.160272757517095,22.764146097081184
Tue May 23 00:00:00 2017,14.938941025247813,22.764146097081184
Wed May 24 00:00:00 2017,10.927908305512213,22.764146097081184
Thu May 25 00:00:00 2017,49.42382271212464,22.764146097081184
Fri May 26 00:00:00 2017,31.5003258965771,22.764146097081184
Sat May 27 00:00:00 2017,21.290939903197987,22.764146097081184
Sun May 28 00:00:00 2017,26.571440283516754,22.764146097081184
Mon May 29 00:00:00 2017,10.868588884908911,22.764146097081184
Tue May 30 00:00:00 2017,14.91472345299256,22.764146097081184
Wed May 31 00:00:00 2017,13.652329573387805,22.764146097081184
