Date,Daily Error,Rush Hour Error
Tue Jan 10 00:00:00 2017,36.018128659308026,50.11448236578971
Fri Feb 10 00:00:00 2017,36.018128659308026,50.11448236578971
Mon Apr 10 00:00:00 2017,36.018128659308026,50.11448236578971
Wed May 10 00:00:00 2017,36.018128659308026,50.11448236578971
Sat Jun 10 00:00:00 2017,36.018128659308026,50.11448236578971
Mon Jul 10 00:00:00 2017,36.018128659308026,50.11448236578971
Thu Aug 10 00:00:00 2017,36.018128659308026,50.11448236578971
Sun Sep 10 00:00:00 2017,36.018128659308026,50.11448236578971
Tue Oct 10 00:00:00 2017,36.018128659308026,50.11448236578971
Fri Nov 10 00:00:00 2017,36.018128659308026,50.11448236578971
Sun Dec 10 00:00:00 2017,36.018128659308026,50.11448236578971
