Date,Daily Error,Rush Hour Error
Mon May  1 00:00:00 2017,6.089351654011058,4.0126239129184516
Tue May  2 00:00:00 2017,3.775031624453445,4.0126239129184516
Wed May  3 00:00:00 2017,7.579122463603927,4.0126239129184516
Thu May  4 00:00:00 2017,8.66855115200281,4.0126239129184516
Fri May  5 00:00:00 2017,5.374922942077306,4.0126239129184516
Sat May  6 00:00:00 2017,7.013603033999929,4.0126239129184516
Sun May  7 00:00:00 2017,4.202733496680312,4.0126239129184516
Mon May  8 00:00:00 2017,7.282978799736392,4.0126239129184516
Tue May  9 00:00:00 2017,7.373913908834355,4.0126239129184516
Wed May 10 00:00:00 2017,11.343783465728567,4.0126239129184516
Thu May 11 00:00:00 2017,8.230360580434434,4.0126239129184516
Fri May 12 00:00:00 2017,5.850165608437585,4.0126239129184516
Sat May 13 00:00:00 2017,8.100886861567046,4.0126239129184516
Sun May 14 00:00:00 2017,7.770472214847023,4.0126239129184516
Mon May 15 00:00:00 2017,7.745961403408,4.0126239129184516
Tue May 16 00:00:00 2017,4.565921551585339,4.0126239129184516
Wed May 17 00:00:00 2017,8.3474462848431,4.0126239129184516
Thu May 18 00:00:00 2017,22.246412785077812,4.0126239129184516
Fri May 19 00:00:00 2017,28.151291879784562,4.0126239129184516
Sat May 20 00:00:00 2017,6.043745385578428,4.0126239129184516
Sun May 21 00:00:00 2017,8.489847221769464,4.0126239129184516
Mon May 22 00:00:00 2017,7.188445316693156,4.0126239129184516
Tue May 23 00:00:00 2017,16.303083218799344,4.0126239129184516
Wed May 24 00:00:00 2017,9.78069847570136,4.0126239129184516
Thu May 25 00:00:00 2017,6.725811679505392,4.0126239129184516
Fri May 26 00:00:00 2017,6.245720048005441,4.0126239129184516
Sat May 27 00:00:00 2017,9.20769908945199,4.0126239129184516
Sun May 28 00:00:00 2017,2.9285768964070042,4.0126239129184516
Mon May 29 00:00:00 2017,4.794513517394424,4.0126239129184516
Tue May 30 00:00:00 2017,46.59508299122248,4.0126239129184516
Wed May 31 00:00:00 2017,5.274006251022862,4.0126239129184516
